FTD,12-0508AA,FRIDAY,00EL,60515,FloristSameDay,1500,FloristFutureDay,2359
FTD,12-0508AA,MONDAY,00EL,60515,FloristSameDay,1500,FloristFutureDay,2359
FTD,12-0508AA,SATURDAY,00EL,60515,FloristSameDay,1500,FloristFutureDay,2359
FTD,12-0508AA,SUNDAY,00EL,60515,FloristSameDay,1500,FloristFutureDay,2359
FTD,12-0508AA,THURSDAY,00EL,60515,FloristSameDay,1500,FloristFutureDay,2359
FTD,12-0508AA,TUESDAY,00EL,60515,FloristSameDay,1500,FloristFutureDay,2359
FTD,12-0508AA,WEDNESDAY,00EL,60515,FloristSameDay,1500,FloristFutureDay,2359
FTD,12-0601AA,FRIDAY,00EL,60515,FloristSameDay,1400,FloristFutureDay,2359
FTD,12-0601AA,MONDAY,00EL,60515,FloristSameDay,1400,FloristFutureDay,2359
FTD,12-0601AA,SATURDAY,00EL,60515,FloristSameDay,1400,FloristFutureDay,2359
FTD,12-0601AA,SUNDAY,00EL,60515,FloristSameDay,1400,FloristFutureDay,2359
FTD,12-0601AA,THURSDAY,00EL,60515,FloristSameDay,1400,FloristFutureDay,2359
FTD,12-0601AA,TUESDAY,00EL,60515,FloristSameDay,1400,FloristFutureDay,2359
FTD,12-0601AA,WEDNESDAY,00EL,60515,FloristSameDay,1400,FloristFutureDay,2359
FTD,13-0138AA,FRIDAY,00EL,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,13-0138AA,MONDAY,00EL,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,13-0138AA,SATURDAY,00EL,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,13-0138AA,THURSDAY,00EL,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,13-0138AA,TUESDAY,00EL,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,13-0138AA,WEDNESDAY,00EL,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0247AA,FRIDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0247AA,MONDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0247AA,SATURDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0247AA,SUNDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0247AA,THURSDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0247AA,TUESDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0247AA,WEDNESDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0341AA,FRIDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0341AA,MONDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
FTD,12-0341AA,SATURDAY,18-S1CAD,60515,FloristSameDay,1100,FloristFutureDay,2359
